wkt_geom,ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,_band___va,_band___pa
Point (435430.5 558845.5),MH,29246,,NZ35584801,CH,C,29840,,
Point (435468 558845),MH,30042,2140,NZ35584802,CH,C,30200,,
Point (435455 558892),MH,30106,1600,NZ35584803,CH,C,31230,,
Point (435388.5 558847),MH,29013,2530,NZ35583802,CH,C,29390,,
Point (435511 558914.5),MH,,,NZ35585902,CH,C,32690,,
Point (435681.30099999997764826 558895.2780000000493601),MH,,,NZ35586803,CH,S,37620,,
Point (435428 558918),MH,,1700,NZ35584901,CH,C,31600,,
Point (435536.5 558916),MH,32653,2510,NZ35585903,CH,C,33510,,
Point (436231.5 558828),MH,,,NZ36582804,CH,C,57120,,
Point (436226 558789),MH,,,NZ36582702,CH,C,52610,,
Point (436245.0659999999916181 558825.30700000002980232),Null,,,NZ3658P004,PC,C,56990,,
Point (436243 558873),MH,,,NZ36582807,CH,C,61090,,
Point (436247.85100000002421439 558828.1840000000083819),Null,,,NZ3658AT03,ATC,C,56990,,
Point (436246.5 558819),MH,,,NZ36582801,CH,C,55980,,
Point (436248.03700000001117587 558829.48899999994318932),MH,,,NZ36582812,CH,C,56990,,
Point (436248 558785.25),MH,,,NZ36582701,CH,C,52400,,
Point (436258.5 558816),MH,,,NZ36582802,CH,C,55890,,
Point (436248.8500000000349246 558834.51599999994505197),MH,,,NZ36582810,CH,C,57500,,
Point (436268 558825),MH,,,NZ36582805,CH,C,56820,,
Point (436263 558801.5),MH,,,NZ36582803,CH,C,54130,,
Point (435667 558732),MH,33537,,NZ35586701,CH,C,34320,,
Point (436273 558856.75),MH,,,NZ36582806,CH,C,59280,,
Point (435434 558773.5),MH,29646,1740,NZ35584702,CH,C,29400,,
Point (435361.25 558734),MH,,,NZ35583704,CH,C,30600,,
Point (436422.5 558832),MH,,,NZ36584802,CH,C,53880,,
Point (436414.5 558841.5),MH,,,NZ36584801,CH,C,54510,,
Point (436462.5 558791),MH,,,NZ36584701,CH,C,51260,,
Point (436454 558878),MH,,,NZ36584803,CH,C,55270,,
Point (436487 558810),MH,,,NZ36584805,CH,C,52190,,
Point (436465.5 558838),MH,,,NZ36584804,CH,C,53520,,
Point (436518.5 558840),MH,,,NZ36585802,CH,C,52110,,
Point (436507.5 558875),MH,,,NZ36585801,CH,C,53840,,
Point (436533.25699999998323619 558893.10900000005494803),Null,,,NZ3658AT01,ATC,C,53850,,
Point (436528.84700000000884756 558898.0969999999506399),MH,,,NZ36585803,CH,C,54370,,
Point (436140.08500000002095476 558805.94400000001769513),MH,,,NZ36581804,CH,C,53790,,
Point (436537.48300000000745058 558888.3279999999795109),MH,,,NZ3658P001,CH,C,53350,,
Point (436172 558855),MH,,,NZ36581803,CH,C,59210,,
Point (436144.42999999999301508 558885.86199999996460974),MH,,,NZ36581805,CH,C,62250,,
Point (436225 558882),MH,,,NZ36582808,CH,C,61370,,
Point (436191.5 558894.5),MH,,,NZ36581802,CH,C,62200,,
Point (436389.70500000001629815 559082.51500000001396984),MH,,,NZ36593003,CH,C,55390,,
Point (436388.41499999997904524 559048.79399999999441206),MH,,,NZ36593001,CH,C,56500,,
Point (436401 558909),MH,,,NZ36584901,CH,C,57480,,
Point (436395.17499999998835847 559081.73499999998603016),MH,,,NZ36593002,CH,C,55110,,
Point (436407.20500000001629815 559099.39000000001396984),MH,,,NZ36594008,CH,C,54270,,
Point (436404.70500000001629815 559080.17500000004656613),MH,,,NZ36594006,CH,C,54960,,
Point (436416.73499999998603016 559077.98499999998603016),MH,,,NZ36594004,CH,C,54700,,
Point (436409.85999999998603016 559079.39000000001396984),MH,,,NZ36594005,CH,C,54980,,
Point (436309 558808.5),MH,,,NZ36583801,CH,C,54290,,
Point (436419.54999999998835847 559097.98499999998603016),MH,,,NZ36594007,CH,C,54060,,
Point (436330.5 558866),MH,,,NZ36583806,CH,C,58090,,
Point (436324 558818.5),MH,,,NZ36583802,CH,C,55170,,
Point (436353.5 558833),MH,,,NZ36583804,CH,C,55550,,
Point (436351 558895.25),MH,,,NZ36583807,CH,C,59160,,
Point (436391.5 558801.5),MH,,,NZ36583803,CH,C,52890,,
Point (436389 558865),MH,,,NZ36583805,CH,C,56580,,
Point (436237 559091),MH,,,NZ36592003,CH,C,59740,,
Point (436233 558999),MH,,,NZ36582902,CH,C,63250,,
Point (436276.5 558913),MH,,,NZ36582904,CH,C,61250,,
Point (436244 558985),MH,,,NZ36582901,CH,C,63000,,
Point (436315 558975),MH,,,NZ36583902,CH,C,60390,,
Point (436296 559073.5),MH,,,NZ36592004,CH,C,58990,,
Point (436326.5 558898.5),MH,,,NZ36583808,CH,C,59980,,
Point (436319 558998.5),MH,,,NZ36583903,CH,C,60150,,
Point (436365.79999999998835847 559086.26500000001396984),MH,,,NZ3659P009,CH,C,55880,,
Point (436354 558915),MH,,,NZ36583901,CH,C,59560,,
Point (436373.5 558974.5),MH,,,NZ36583904,CH,C,58590,,
Point (436369.89799999998649582 559085.58200000005308539),Null,,,NZ3659AT02,ATC,C,55880,,
Point (436375.98599999997531995 559047.23800000001210719),Null,,,NZ36593006,ZZZ,C,56840,,
Point (436374.23499999998603016 559084.85999999998603016),MH,,,NZ36593005,CH,C,55920,,
Point (436379.85999999998603016 559084.07999999995809048),MH,,,NZ36593004,CH,C,55730,,
Point (436376 558996),MH,,,NZ36583905,CH,C,58100,,
Point (436610.5 559132),MH,,,NZ36596101,CH,C,52110,,
Point (436527.25 559127.5),MH,,,NZ36595102,CH,C,51460,,
Point (436496 559177.5),MH,,,NZ36594105,CH,C,48980,,
Point (436488 559169),MH,,,NZ36594104,CH,C,49340,,
Point (436647.54100000002654269 559190.63399999996181577),MH,,,NZ3659P001,CH,C,50100,,
Point (436427.02700000000186265 559180.77099999994970858),MH,,,NZ36594103,CH,C,49170,,
Point (436666.5 559194.5),MH,,,NZ36596102,CH,C,50250,,
Point (436651.32000000000698492 559191.40500000002793968),Null,,,NZ3659AT03,ATC,C,50200,,
Point (436175 559073.5),MH,,,NZ36591001,CH,C,62490,,
Point (436136 558976),MH,,,NZ36581902,CH,C,65920,,
Point (436176.5 558950),MH,,,NZ36581901,CH,C,63580,,
Point (436175.83399999997345731 558940.32600000000093132),MH,,,NZ36581904,CH,C,63130,,
Point (436204 559012.5),MH,,,NZ36592002,CH,C,63920,,
Point (436181.5 558952),MH,,2220,NZ36581903,CH,C,63380,,
Point (436223 559071),MH,,,NZ36592001,CH,C,60110,,
Point (436220 558960),MH,,,NZ36582903,CH,C,62890,,
Point (436540.5 558915.5),MH,,,NZ36585901,CH,C,54160,,
Point (436560 558915),MH,,,NZ36585902,CH,C,53290,,
Point (436498.5 558963.75),MH,,,NZ36584904,CH,C,56270,,
Point (436441 558944.5),MH,,,NZ36584902,CH,C,56770,,
Point (436574 559010),MH,,,NZ36595001,CH,C,54130,,
Point (436625.5 558983),MH,,,NZ36586901,CH,C,51870,,
Point (436440 559029.5),MH,,,NZ36594001,CH,C,56090,,
Point (436592 559029.5),MH,,,NZ36595002,CH,C,53130,,
Point (436539.5 559057),MH,,,NZ36595003,CH,C,54730,,
Point (436423 559048),MH,,,NZ36594002,CH,C,55510,,
Point (436543.6780000000144355 559074.22499999997671694),MH,,,NZ36595006,CH,C,54030,,
Point (436421.73499999998603016 559073.30000000004656613),Null,,,NZ36594003,ZZZ,C,54720,,
Point (436557.38900000002468005 559083.53700000001117587),Null,,,NZ36595005,J,C,53530,,
Point (436560.5 559079),MH,,,NZ36595004,CH,C,53430,,
Point (436430.5 559109),MH,,,NZ36594102,CH,C,53270,,
Point (436502 559101),MH,,,NZ36595101,CH,C,53210,,
Point (435418 559137.5),MH,,,NZ35594102,CH,C,45400,,
Point (435406 559230),MH,,,NZ35594203,CH,C,50110,,
Point (435424 559201),MH,,,NZ35594201,CH,C,48560,,
Point (435421.5 559296.5),MH,,1800,NZ35594204,CH,C,53220,,
Point (435444 559107),MH,,2070,NZ35594105,CH,C,41990,,
Point (435431 559331),MH,,1910,NZ35594301,CH,C,53930,,
Point (435470 559158.5),MH,,1440,NZ35594103,CH,C,45380,,
Point (435459.75 559119),MH,,1530,NZ35594104,CH,C,43250,,
Point (435476 559205),MH,,1350,NZ35594206,CH,S,48860,,
Point (435472.90799999999580905 559181.42000000004190952),MH,,1310,NZ35594106,CH,C,47130,,
Point (435485.52700000000186265 559183.10199999995529652),MH,,,NZ35594107,CH,C,47150,,
Point (435482 559296.5),MH,,3020,NZ35594205,CH,S,55020,,
Point (436479.5 558900.5),MH,,,NZ36584903,CH,C,56050,,
Point (435874.44400000001769513 559090.38100000005215406),MH,,,NZ35598001,CH,C,71930,,
Point (436535.14000000001396984 558909.06900000001769513),MH,,,NZ36585905,CH,C,54220,,
Point (436526.03399999998509884 558901.17500000004656613),MH,,,NZ36585904,CH,C,54710,,
Point (436379.02100000000791624 559151.74600000004284084),MH,,,NZ36593104,CH,C,51600,,
Point (436358.18900000001303852 559147.54399999999441206),MH,,,NZ36593113,CH,C,52570,,
Point (436359.01199999998789281 559153.36800000001676381),MH,,,NZ36593114,CH,C,52240,,
Point (436366.5470000000204891 559152.3090000000083819),MH,,,NZ36593115,CH,C,51770,,
Point (436384 559187.5),MH,,,NZ36593105,CH,C,49540,,
Point (436290.5 559163),MH,,,NZ36592103,CH,C,53100,,
Point (435353 559194.5),MH,,,NZ35593104,CH,C,45790,,
Point (435350 559234.5),MH,,,NZ35593203,CH,C,48580,,
Point (435379 559127.5),MH,,2200,NZ35593102,CH,C,42710,,
Point (435376 559345.5),MH,,,NZ35593302,CH,C,49950,,
Point (435390 559096.5),MH,,1630,NZ35593001,CH,C,39820,,
Point (435383 559286.5),MH,,,NZ35593204,CH,C,51440,,
Point (435396 559143),MH,,2270,NZ35593103,CH,C,45030,,
Point (435394.95600000000558794 559138.99300000001676381),MH,,,NZ35593105,CH,C,44420,,
Point (435405 559206),MH,,,NZ35594202,CH,C,48800,,
Point (435402 559179),MH,,,NZ35594101,CH,C,46990,,
Point (435456.29499999998370185 558214.31900000001769513),MH,,,NZ3558P081,CH,S,29930,,
Point (435572.82000000000698492 558214.07099999999627471),MH,,,NZ35585214,CH,F,29840,,
Point (435556.875 558217.57600000000093132),MH,,,NZ35585216,CH,F,29850,,
Point (435572.88199999998323619 558215.07099999999627471),HC,,,NZ35585215,CH,S,29870,,
Point (435556.70000000001164153 558218.69000000006053597),MH,,,NZ35585217,CH,S,29850,,
Point (435595.22499999997671694 558218.40899999998509884),MH,,,NZ35585206,CH,C,29870,,
Point (435450.96299999998882413 558228.05299999995622784),MH,,,NZ3558P078,CH,S,29880,,
Point (435456.13299999997252598 558219.81299999996554106),ST,,,NZ3558P079,CH,S,29920,,
Point (435777.5 558069.75),MH,,,NZ35587001,CH,C,29250,,
Point (435776 558190),MH,,690,NZ35587109,CH,C,29780,,
Point (435783.14299999998183921 558019.5),Null,,,NZ3558AT01,ATC,C,29170,,
Point (435778 558102),MH,,,NZ35587117,CH,C,29300,,
Point (435784.96899999998277053 558020.32200000004377216),Null,,,NZ3558AT02,ATC,C,29180,,
Point (435784 558193),MH,,,NZ35587107,CH,C,29780,,
Point (435788.5 558010),MH,,,NZ3558P006,CH,C,29140,,
Point (435787 558102),MH,,600,NZ35587119,CH,C,29320,,
Point (435565.33399999997345731 558153.13300000003073364),Null,,,NZ35585103,J,C,29360,,
Point (435563.2370000000228174 558141.47800000000279397),MH,,2350,NZ35585105,CH,C,29270,,
Point (435574.12199999997392297 558154.50600000005215406),MH,,1880,NZ35585104,CH,C,29360,,
Point (435380.5 558153.75),MH,,,NZ35583102,CH,C,29860,,
Point (435408.5 558165),MH,,,NZ35584101,CH,C,29900,,
Point (435591 558157),MH,,1500,NZ35585102,CH,C,29440,,
Point (435573.66999999998370185 558200.25500000000465661),MH,,,NZ35585201,CH,C,29760,,
Point (435380 558173),MH,,,NZ35583101,CH,C,29830,,
Point (435547.88900000002468005 558210.18200000002980232),MH,,,NZ35585208,CH,F,29800,,
Point (435586 558207.5),MH,,1660,NZ35585205,CH,C,29820,,
Point (435541.64000000001396984 558212.36399999994318932),MH,,,NZ35585210,CH,S,29790,,
Point (435547.46500000002561137 558211.28000000002793968),MH,,,NZ35585209,CH,S,29800,,
Point (435577.29200000001583248 558213.15599999995902181),MH,,,NZ35585212,CH,C,29850,,
Point (435532.97700000001350418 558213.11199999996460974),MH,,,NZ35585211,CH,F,29770,,
Point (435448.21600000001490116 558213.8349999999627471),MH,,,NZ3558P080,CH,S,29900,,
Point (435534.48499999998603016 558213.69499999994877726),MH,,,NZ35585213,CH,S,29770,,
Point (435727.5 558177.5),MH,,,NZ35587101,CH,C,29690,,
Point (435747 558177),MH,,680,NZ35587108,CH,C,29700,,
Point (435762.5 558193),MH,,,NZ35587102,CH,C,29780,,
Point (435756 558183),MH,,850,NZ35587106,CH,C,29720,,
Point (435711 558197),MH,,,NZ35587123,CH,C,29780,,
Point (435708.62199999997392297 558194.14699999999720603),Null,,,NZ35587126,J,C,29760,,
Point (435746 558205),MH,,,NZ35587205,CH,C,29850,,
Point (435743.97499999997671694 558202.46499999996740371),Null,,,NZ35587206,J,C,29820,,
Point (435582.78000000002793968 558098.85199999995529652),MH,,850,NZ35585011,CH,C,28950,,
Point (435759 558206),MH,,,NZ35587203,CH,C,29850,,
Point (435583.27799999999115244 558108.73600000003352761),MH,,,NZ35585107,CH,C,29030,,
Point (435583.02700000000186265 558103.75699999998323619),MH,,750,NZ35585106,CH,C,28990,,
Point (435381.5 558114),MH,,,NZ35583103,CH,C,29850,,
Point (435583.52600000001257285 558113.64000000001396984),MH,,,NZ35585108,CH,C,29070,,
Point (435583.78399999998509884 558118.82700000004842877),MH,,,NZ3558P007,CH,C,29100,,
Point (435411 558115),MH,,,NZ35584102,CH,C,29950,,
Point (435605.91300000000046566 558211.74699999997392297),MH,,,NZ35586206,CH,C,29850,,
Point (435603.14799999998649582 558206.66399999998975545),MH,,,NZ35586208,CH,C,29830,,
Point (435619.82699999999022111 558218.13800000003539026),Null,,,NZ35586204,ZZZ,C,29870,,
Point (435613.38699999998789281 558216.64500000001862645),MH,,,NZ35586205,CH,C,29870,,
Point (435726 558109),MH,,1050,NZ35587121,CH,C,29260,,
Point (435675.31500000000232831 558231.9529999999795109),Null,,,NZ35586203,CE,C,29940,,
Point (435749 558124),MH,,740,NZ35587112,CH,C,29410,,
Point (435765 558115),MH,,590,NZ35587115,CH,C,29400,,
Point (435760.68699999997625127 558125.06200000003445894),Null,,,NZ35587125,J,C,29450,,
Point (435720 558125),MH,,810,NZ35587120,CH,C,29410,,
Point (435746 558135),MH,,510,NZ35587111,CH,C,29500,,
Point (435759 558129),MH,,860,NZ35587113,CH,C,29450,,
Point (435723 558165),MH,,610,NZ35587104,CH,C,29640,,
Point (435755 558143),MH,,460,NZ35587114,CH,C,29520,,
Point (435741.90600000001722947 558175.60699999995995313),Null,,,NZ3558AT12,ATC,C,29690,,
Point (435736.87400000001071021 558173.69999999995343387),MH,,,NZ3558P090,CH,C,29670,,
Point (436373 558404.5),MH,,,NZ36583404,CH,S,24350,,
Point (436352 558404),MH,,,NZ36583405,CH,S,24720,,
Point (435623.47100000001955777 558116.35199999995529652),MH,,,NZ35586129,CH,S,29170,,
Point (436298 558405.75),MH,,3100,NZ36582403,CH,F,25640,,
Point (435707.5 558125.5),MH,,,NZ35587103,CH,C,29390,,
Point (435620.83899999997811392 558119.90899999998509884),MH,,,NZ35586130,CH,F,29170,,
Point (435620.42300000000977889 558128.62600000004749745),MH,,2230,NZ35586132,CH,F,29250,,
Point (435622.77700000000186265 558126.11399999994318932),MH,,1860,NZ35586131,CH,S,29250,,
Point (435659.66300000000046566 558135.587000000057742),MH,,2280,NZ35586134,CH,S,29380,,
Point (435672.12699999997857958 558132.15399999998044223),MH,,2510,NZ35586133,CH,S,29370,,
Point (435661.95799999998416752 558138.08200000005308539),MH,,,NZ35586136,CH,F,29390,,
Point (435673.80099999997764826 558135.61100000003352761),MH,,3530,NZ35586135,CH,F,29410,,
Point (435632.56400000001303852 558176.13699999998789281),MH,,,NZ35586107,CH,C,29660,,
Point (435602.5 558169),MH,,,NZ35586101,CH,C,29530,,
Point (435602.33799999998882413 558204.49399999994784594),MH,,,NZ35586207,CH,C,29800,,
Point (435685.50799999997252598 558188.70600000000558794),MH,,,NZ35586104,CH,C,29730,,
Point (436165 558335.5),MH,,,NZ36581305,CH,C,27110,,
Point (436386 558306.5),MH,,2900,NZ36583301,CH,C,19990,,
Point (436129.04200000001583248 558369.38699999998789281),Null,,2200,NZ36581303,RE,C,28680,,
Point (436411.88500000000931323 558341.42500000004656613),MH,,,NZ36584304,CH,C,20570,,
Point (436148.5 558372),MH,,3300,NZ36581302,CH,C,28040,,
Point (436201 558370.5),MH,,1800,NZ36582303,CH,C,25990,,
Point (436199.5 558375),MH,,3820,NZ36581301,CH,C,26260,,
Point (436229 558372),MH,,,NZ36582304,CH,C,25610,,
Point (436298.5 558389),MH,,3100,NZ36582302,CH,C,25100,,
Point (436277.5 558379),MH,,3200,NZ36582301,CH,C,25030,,
Point (436196 558392.5),MH,,2300,NZ36581304,CH,C,26820,,
Point (436301 558390.5),MH,,,NZ36583302,CH,S,25210,,
Point (436398.85300000000279397 558399.34100000001490116),MH,,,NZ36583303,CH,C,23460,,
Point (436164 558393),MH,,2150,NZ36581307,CH,C,27380,,
Point (436323.75 558403.5),MH,,2450,NZ36583406,CH,S,25140,,
Point (436300 558402.75),MH,,3000,NZ36583407,CH,S,25470,,
Point (436698 558301.5),Null,,5930,NZ36586301,HB,F,16430,,
Point (436695.99900000001071021 558662.99499999999534339),Null,,,NZ36586604,CE,C,38270,,
Point (436715.5 558611),MH,,5000,NZ36587603,CH,F,32960,,
Point (436712.97999999998137355 558303.72800000000279397),MH,,2100,NZ36587301,CH,S,15800,,
Point (436327 558238),MH,,2150,NZ36583201,CH,C,19900,,
Point (436140.35100000002421439 558234.19000000006053597),MH,,,NZ36581202,CH,S,26390,,
Point (436140.93499999999767169 558251.58900000003632158),MH,,,NZ36581206,CH,F,26720,,
Point (436139.53499999997438863 558249.00600000005215406),MH,,,NZ36581204,CH,S,26650,,
Point (436129.16100000002188608 558256.82099999999627471),MH,,,NZ36581207,CH,S,26840,,
Point (436169.5 558256.5),MH,,2750,NZ36581201,CH,C,26750,,
Point (436138.48499999998603016 558274.5590000000083819),MH,,,NZ36581209,CH,S,27070,,
Point (436129.04899999999906868 558260.80400000000372529),MH,,,NZ36581208,CH,F,26930,,
Point (436370 558288.5),MH,,2750,NZ36583202,CH,C,19300,,
Point (436136.73900000000139698 558277.13899999996647239),MH,,,NZ36581210,CH,F,27150,,
Point (436136.38500000000931323 558302.44400000001769513),MH,,,NZ36581311,CH,S,27570,,
Point (436134.75799999997252598 558300.82299999997485429),MH,,,NZ36581310,CH,F,27580,,
Point (436621.6780000000144355 558563.04799999995157123),MH,,3670,NZ36586507,CH,C,18070,,
Point (436590.5 558475.5),MH,,,NZ36585403,CH,S,9740,,
Point (436627 558548),MH,,1800,NZ36586502,CH,S,16860,,
Point (436624.51400000002468005 558561.31000000005587935),Null,,,NZ36586506,CE,S,18070,,
Point (436642 558670.5),MH,,1750,NZ36586601,CH,C,40110,,
Point (436634.91100000002188608 558417.66899999999441206),MH,,2500,NZ36586401,CH,C,16980,,
Point (436645.12800000002607703 558262.86600000003818423),MH,,2500,NZ36586206,CH,S,15310,,
Point (436643 558403),MH,,,NZ36586403,CH,F,16960,,
Point (436658.89000000001396984 558405.24499999999534339),MH,,2000,NZ36586405,CH,C,17010,,
Point (436647 558548),MH,,,NZ36586501,CH,S,15180,,
Point (436668.81800000002840534 558238.17000000004190952),MH,,1400,NZ36586204,CH,S,14090,,
Point (436664.41300000000046566 558263.1650000000372529),MH,,5400,NZ36586205,CH,F,15360,,
Point (436681.5 558615),MH,,2850,NZ36586602,CH,S,35090,,
Point (436680 558613.25),MH,,2800,NZ36586603,CH,F,34110,,
Point (436686 558463.5),MH,,2560,NZ36586402,CH,S,14480,,
Point (436683.27799999999115244 558461.356000000028871),Null,,,NZ36586404,IN,S,14290,,
Point (435734 558423.75),MH,,,NZ35587402,CH,C,27120,,
Point (435723.07500000001164153 558432.4719999999506399),Null,,,NZ35587407,J,C,27340,,
Point (435746.5 558435.5),MH,,,NZ35587403,CH,C,26400,,
Point (435742.25 558362),MH,,,NZ35587301,CH,C,27620,,
Point (436433 558506),MH,,,NZ36584501,CH,C,16030,,
Point (435749.5 558296),MH,,,NZ35587201,CH,C,28790,,
Point (436467 558349.5),MH,,2400,NZ36584301,CH,C,20040,,
Point (436439.54599999997299165 558319.80299999995622784),MH,,1500,NZ36584302,CH,C,19540,,
Point (436498.83600000001024455 558349.52500000002328306),MH,,1900,NZ36584303,CH,C,19540,,
Point (436487 558485),MH,,,NZ36584401,CH,C,16570,,
Point (436519 558499),MH,,,NZ36585402,CH,C,12260,,
Point (436504 558632),MH,,,NZ36585601,CH,C,27860,,
Point (436553 558480.5),MH,,5300,NZ36585401,CH,S,14630,,
Point (436551.5 558391),MH,,2350,NZ36585301,CH,C,18750,,
Point (436583.40600000001722947 558384.962000000057742),MH,,,NZ36585302,CH,C,16780,,
Point (436556 558502),MH,,,NZ36585501,CH,S,12970,,
Point (435650.23499999998603016 558386.62300000002142042),Null,,,NZ3558AT04,ATC,C,29350,,
Point (435649.55200000002514571 558383.99699999997392297),Null,,,NZ3558P010,CE,C,29530,,
Point (435652.69599999999627471 558397.69299999997019768),MH,,,NZ3558P013,CH,C,29200,,
Point (435652.11499999999068677 558393.84600000001955777),MH,,,NZ35586307,CH,C,29280,,
Point (435656.42399999999906868 558411.67900000000372529),MH,,,NZ35586405,CH,C,28820,,
Point (435654.48300000000745058 558404.39899999997578561),Null,,,NZ3558AT06,ATC,C,29130,,
Point (435679 558286),MH,,,NZ35586202,CH,C,30010,,
Point (435673 558426),MH,,,NZ35586404,CH,C,28330,,
Point (435706.5 558414.5),MH,,,NZ35587401,CH,C,28120,,
Point (435695.5 558355.5),MH,,,NZ35586304,CH,C,29130,,
Point (435712.89199999999254942 558429.17700000002514571),Null,,,NZ3558AT03,ATC,C,27760,,
Point (435709.41100000002188608 558428.74600000004284084),Null,,,NZ3558P001,ZZZ,C,27930,,
Point (435720.94599999999627471 558430.13100000005215406),MH,,,NZ35587406,CH,C,27340,,
Point (435713.3620000000228174 558242.10400000005029142),Null,,,NZ35587207,ZZZ,C,30010,,
Point (435721.67499999998835847 558424.20200000004842877),Null,,,NZ3558P004,ZZZ,C,27470,,
