wkt_geom,UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID
"MultiLineString ((436165 558335.5, 436169.5 558256.5))",2750,,NZ36581201,NZ36581305,GRV,225,,Z,1955,225,2.8,Z,C,,STE-S025295
"MultiLineString ((436164 558427, 436164 558393))",2150,,NZ36581307,NZ36581405,GRV,150,,Z,1955,150,2.2,Z,C,,STE-S025299
"MultiLineString ((436196 558392.5, 436199.5 558375))",3820,2300,NZ36581301,NZ36581304,GRV,225,,VC,1955,225,3,Z,C,,STE-S025296
"MultiLineString ((436196 558419.5, 436196 558392.5))",2300,,NZ36581304,NZ36581406,GRV,150,,Z,1955,150,2.3,Z,C,,STE-S007781
"MultiLineString ((436064 558935.5, 436093 558929))",,,NZ36580903,NZ36580902,GRV,225,,Z,1955,600,2,Z,C,,STE-S008002
"MultiLineString ((436201 558370.5, 436199.5 558375))",3820,1800,NZ36581301,NZ36582303,GRV,225,,VC,1955,225,2.8,Z,C,,STE-S007780
"MultiLineString ((436223 559071, 436176.5 558950))",33200,28700,NZ36581901,NZ36592001,GRV,675,,CO,1955,750,10,Z,C,,STE-S025364
"MultiLineString ((436024 558966, 436064 558935.5))",,,NZ36580902,NZ36580901,GRV,225,,Z,1955,450,1.8,Z,C,,STE-S025515
"MultiLineString ((436077.29800000000977889 558265.70400000002700835, 436081.84499999997206032 558254.03500000003259629))",,,NZ36580207,NZ36580209,GRV,150,,,,,,2010-2019,F,,STE-S1277323
"MultiLineString ((436075.83699999999953434 558263.28200000000651926, 436081.02600000001257285 558251.4409999999916181))",,,NZ36580206,NZ36580208,GRV,225,,,,,,2010-2019,S,,STE-S1277309
"MultiLineString ((436081.84499999997206032 558254.03500000003259629, 436090.8219999999855645 558249.48199999995995313))",,,NZ36580205,NZ36580207,GRV,150,,,,,,2010-2019,F,,STE-S1277321
"MultiLineString ((436081.02600000001257285 558251.4409999999916181, 436092.73900000000139698 558245.66700000001583248))",,,NZ36580204,NZ36580206,GRV,225,,,,,,2010-2019,S,,STE-S1277310
"MultiLineString ((436116.22899999999208376 558251.35100000002421439, 436090.8219999999855645 558249.48199999995995313))",,,NZ36580205,NZ36581205,GRV,150,,,,,,2010-2019,F,,STE-S1277322
"MultiLineString ((436089.5 558428, 436092 558390.5))",,1120,NZ36580304,NZ36580407,GRV,150,,Z,1955,150,1.1,Z,C,,STE-S025284
"MultiLineString ((436093 558440.5, 436182.5 558441.5))",,,NZ36581402,NZ36580406,GRV,225,,Z,1955,225,1.8,Z,C,,STE-S025301
"MultiLineString ((436092 558390.5, 436122.5 558390.5))",2050,,NZ36581308,NZ36580304,GRV,150,,Z,1955,150,2,Z,C,,STE-S007783
"MultiLineString ((436129.16100000002188608 558256.82099999999627471, 436113.71799999999348074 558247.53200000000651926))",,,NZ36581203,NZ36581207,GRV,300,,,,,,2010-2019,S,,STE-S1277314
"MultiLineString ((436111.44400000001769513 558300.34400000004097819, 436136.38500000000931323 558302.44400000001769513))",,,NZ36581311,NZ36581309,GRV,,,,,,,2010-2019,S,,STE-S1277319
"MultiLineString ((436122 558420, 436122.5 558390.5))",2050,,NZ36581308,NZ36581403,GRV,150,,Z,1955,150,2,Z,C,,STE-S025300
"MultiLineString ((436129.04899999999906868 558260.80400000000372529, 436116.22899999999208376 558251.35100000002421439))",,,NZ36581205,NZ36581208,GRV,150,,,,,,2010-2019,F,,STE-S1277324
"MultiLineString ((436122.5 558390.5, 436164 558393))",2150,2050,NZ36581307,NZ36581308,GRV,225,,Z,1955,225,2,Z,C,,STE-S007782
"MultiLineString ((436138 558420, 436122 558420))",,,NZ36581403,NZ36581404,GRV,150,,Z,1955,150,1.8,Z,C,,STE-S007785
"MultiLineString ((436129.04200000001583248 558369.38699999998789281, 436148.5 558372))",3300,2200,NZ36581302,NZ36581303,GRV,225,,Z,1905,225,3.2,Z,C,,STE-S025297
"MultiLineString ((436124 558499, 436189 558514.5))",,2750,NZ36581502,NZ36581401,GRV,225,,Z,1925,225,2.8,Z,C,,STE-S007804
"MultiLineString ((436351 558895.25, 436330.5 558866))",,1300,NZ36583806,NZ36583807,GRV,225,,Z,1975,225,1.3,Z,C,,STE-S008022
"MultiLineString ((436276.5 558913, 436273 558856.75))",,1010,NZ36582806,NZ36582904,GRV,225,,Z,1975,225,1,Z,C,,STE-S008014
"MultiLineString ((436326.5 558898.5, 436351 558895.25))",,,NZ36583807,NZ36583808,GRV,225,,Z,1975,225,1.8,Z,C,,STE-S008023
"MultiLineString ((436225 558882, 436243 558873))",,1750,NZ36582807,NZ36582808,GRV,225,,Z,1975,225,1.8,Z,C,,STE-S025528
"MultiLineString ((436220 558960, 436244 558985))",2080,,NZ36582901,NZ36582903,GRV,225,,Z,1955,225,2.1,Z,C,,STE-S008015
"MultiLineString ((436354 558915, 436351 558895.25))",,1420,NZ36583807,NZ36583901,GRV,225,,Z,1975,225,1.4,Z,C,,STE-S025536
"MultiLineString ((436244 558985, 436233 558999))",2640,2090,NZ36582902,NZ36582901,GRV,225,,VC,1955,225,2.4,Z,C,,STE-S025529
"MultiLineString ((436315 558975, 436319 558998.5))",,1280,NZ36583903,NZ36583902,GRV,225,,Z,1975,225,1.3,Z,C,,STE-S025537
"MultiLineString ((436233 558999, 436204 559012.5))",3550,2660,NZ36592002,NZ36582902,GRV,225,,VC,1955,225,3.2,Z,C,,STE-S007844
"MultiLineString ((436319 558998.5, 436376 558996))",,1780,NZ36583905,NZ36583903,GRV,225,,Z,1975,225,1.8,Z,C,,STE-S008024
"MultiLineString ((436296 559073.5, 436332.5 559109.5))",,1760,NZ36593103,NZ36592004,GRV,225,,Z,1955,225,1.8,Z,C,,STE-S007830
"MultiLineString ((436204 559012.5, 436237 559091))",2090,3720,NZ36592003,NZ36592002,GRV,300,,VC,1955,300,2.9,Z,C,,STE-S025332
"MultiLineString ((436365.79999999998835847 559086.26500000001396984, 436369.89799999998649582 559085.58200000005308539))",,,NZ3659AT02,NZ3659P009,GRV,,,,,,,Z,C,,STE-S336380
"MultiLineString ((436369.89799999998649582 559085.58200000005308539, 436374.23499999998603016 559084.85999999998603016))",,,NZ36593005,NZ3659AT02,GRV,,,,,,,Z,C,,STE-S1275103
"MultiLineString ((436053.8809999999939464 558492.13000000000465661, 436124 558499))",,,NZ36581401,NZ36580410,GRV,225,,Z,1955,225,1.4,Z,C,,STE-S007784
"MultiLineString ((436050.5 558491, 436193.30700000002980232 558495.51100000005681068))",,,NZ36581407,NZ36580401,GRV,450,,CO,,,,Z,C,,STE-S1252331
"MultiLineString ((436195.9280000000144355 558108.14000000001396984, 436163.60200000001350418 558071.37199999997392297))",,,NZ36581015,NZ36581110,GRV,900,,CO,,,,2010-2019,S,,STE-S1251750
"MultiLineString ((436542.04499999998370185 558116.58299999998416752, 436517.13299999997252598 558087.51500000001396984))",2650,3100,NZ36585002,NZ36585101,GRV,600,,Z,1955,600,2.9,Z,S,,STE-S008181
"MultiLineString ((436175 558180, 436184.27600000001257285 558079.51399999996647239))",1670,,NZ36581006,NZ36581104,GRV,225,,Z,1925,225,1.7,Z,C,,STE-S007774
"MultiLineString ((436127.2559999999939464 558103.23800000001210719, 436163.60200000001350418 558071.37199999997392297))",,,NZ36581015,NZ36581109,GRV,900,,CO,,,,2010-2019,S,,STE-S1251762
"MultiLineString ((436074.77199999999720603 558145.67099999997299165, 436083.62300000002142042 558084.94200000003911555))",,,NZ36580015,NZ36580110,GRV,150,,,,,,2010-2019,F,,STE-S1251770
"MultiLineString ((436077.40899999998509884 558142.51599999994505197, 436085.55700000002980232 558082.7900000000372529))",,,NZ36580014,NZ36580109,GRV,225,,,,,,2010-2019,S,,STE-S1251758
"MultiLineString ((436087.5 558167, 436089.64000000001396984 558092.57600000000093132))",,,NZ36580007,NZ36580105,GRV,225,,Z,1925,225,1.8,Z,C,,STE-S007764
"MultiLineString ((436043.5 558162.25, 436045 558087))",,,NZ36580002,NZ36580104,GRV,225,,Z,1925,225,1.8,Z,C,,STE-S007763
"MultiLineString ((436141.98499999998603016 558126.72499999997671694, 436124.7440000000060536 558103.00899999996181577))",,,NZ36581108,NZ36581113,GRV,150,,,,,,2010-2019,F,,STE-S1251765
"MultiLineString ((436132 558172.5, 436134.5 558098.31499999994412065))",,,NZ36581004,NZ36581105,GRV,225,,Z,1925,225,1.8,Z,C,,STE-S025290
"MultiLineString ((436145.893999999971129 558134.00699999998323619, 436142.80999999999767169 558124.27899999998044223))",,,NZ36581112,NZ36581114,GRV,375,,CO,,,,2010-2019,S,,STE-S1251760
"MultiLineString ((436142.80999999999767169 558124.27899999998044223, 436127.2559999999939464 558103.23800000001210719))",,,NZ36581109,NZ36581112,GRV,375,,CO,,,,2010-2019,S,,STE-S1251761
"MultiLineString ((436139.31500000000232831 558186.57600000000093132, 436145.893999999971129 558134.00699999998323619))",,,NZ36581114,NZ36581117,GRV,375,,CO,,,,2010-2019,S,,STE-S1251759
"MultiLineString ((436143.90200000000186265 558136.34299999999348074, 436141.98499999998603016 558126.72499999997671694))",,,NZ36581113,NZ36581115,GRV,150,,,,,,2010-2019,F,,STE-S1251764
"MultiLineString ((436044 558169.5, 436089.14899999997578561 558175.63100000005215406))",6380,6450,NZ36580101,NZ36580102,GRV,375,,VC,1925,375,6.4,Z,C,,STE-S007765
"MultiLineString ((436017.5 558162.5, 436044 558169.5))",6420,6420,NZ36580102,NZ36580103,GRV,375,,VC,1925,375,6.2,Z,C,,STE-S025282
"MultiLineString ((436265.86800000001676381 558004.98499999998603016, 436312.39899999997578561 558045.00399999995715916))",1950,1950,NZ36583002,NZ36582001,GRV,225,,Z,1945,225,2,Z,S,,STE-S025275
"MultiLineString ((436249.95400000002700835 557982.65099999995436519, 436320.04899999999906868 558037.16899999999441206))",5600,6100,NZ36583003,NZ36572902,GRV,225,,Z,1945,225,5.8,Z,F,,STE-S007757
"MultiLineString ((436296 558229, 436327 558238))",2150,1750,NZ36583201,NZ36582201,GRV,375,,CO,1945,375,2,Z,C,,STE-S007793
"MultiLineString ((436294 558201, 436327 558238))",2150,2400,NZ36583201,NZ36582202,GRV,600,,CO,1945,600,2.3,Z,C,,STE-S025309
"MultiLineString ((436320.04899999999906868 558037.16899999999441206, 436388.11300000001210719 558084.94400000001769513))",5100,5600,NZ36583001,NZ36583003,GRV,225,,Z,1945,225,5.4,Z,F,,STE-S025273
"MultiLineString ((436312.39899999997578561 558045.00399999995715916, 436378.29200000001583248 558102.03200000000651926))",2450,1950,NZ36583101,NZ36583002,GRV,450,,Z,1945,450,2.2,Z,S,,STE-S007760
"MultiLineString ((436388.11300000001210719 558084.94400000001769513, 436429.01199999998789281 558118.48499999998603016))",,5100,NZ36584104,NZ36583001,GRV,225,,Z,1945,225,5.1,Z,F,,STE-S007758
"MultiLineString ((436378.29200000001583248 558102.03200000000651926, 436447.856000000028871 558160.21699999994598329))",2750,2450,NZ36584103,NZ36583101,GRV,450,,Z,1945,450,2.6,Z,S,,STE-S025276
"MultiLineString ((436447.856000000028871 558160.21699999994598329, 436496.60999999998603016 558183.26199999998789281))",5150,2750,NZ36584101,NZ36584103,GRV,450,,CO,1955,450,4,Z,S,,STE-S007761
"MultiLineString ((436429.01199999998789281 558118.48499999998603016, 436492.6969999999855645 558176.59299999999348074))",5150,,NZ36584102,NZ36584104,GRV,225,,Z,1945,225,4.6,Z,F,,STE-S025274
"MultiLineString ((436496.60999999998603016 558183.26199999998789281, 436542.04499999998370185 558116.58299999998416752))",3100,5150,NZ36585101,NZ36584101,GRV,600,,Z,1955,600,4.1,Z,S,,STE-S025511
"MultiLineString ((436492.6969999999855645 558176.59299999999348074, 436572.97399999998742715 558215.28099999995902181))",4450,5150,NZ36585202,NZ36584102,GRV,225,,Z,1955,225,4.8,Z,F,,STE-S007759
"MultiLineString ((436549.32299999997485429 558171.0849999999627471, 436513.56300000002374873 558190.08600000001024455))",4350,,NZ36585104,NZ36585102,GRV,,,Z,1955,300,4.4,Z,S,,STE-S008178
"MultiLineString ((436513.56300000002374873 558190.08600000001024455, 436496.60999999998603016 558183.26199999998789281))",5150,4350,NZ36584101,NZ36585104,GRV,,,Z,1945,450,4.4,Z,S,,STE-S025277
"MultiLineString ((436517.13299999997252598 558087.51500000001396984, 436531.00699999998323619 558068.7099999999627471))",,2650,NZ36585001,NZ36585002,GRV,600,,CO,1955,600,2.6,Z,S,,STE-S025696
"MultiLineString ((436564.34600000001955777 558217.9030000000493601, 436513.56300000002374873 558190.08600000001024455))",4350,4000,NZ36585104,NZ36585201,GRV,,,Z,1945,450,4.4,Z,S,,STE-S025692
"MultiLineString ((436645.12800000002607703 558262.86600000003818423, 436564.34600000001955777 558217.9030000000493601))",4000,2500,NZ36585201,NZ36586206,GRV,450,,Z,1955,450,3.2,Z,S,,STE-S008176
"MultiLineString ((436572.97399999998742715 558215.28099999995902181, 436664.41300000000046566 558263.1650000000372529))",5400,4450,NZ36586205,NZ36585202,GRV,225,,Z,1955,225,5.3,Z,F,,STE-S025694
"MultiLineString ((436198.3090000000083819 558108.89199999999254942, 436179.37599999998928979 558085.287999999942258))",,,NZ36581016,NZ36581111,GRV,150,,,,,,2010-2019,F,,STE-S1251768
"MultiLineString ((436174.5 558187, 436294 558201))",2400,5700,NZ36582202,NZ36581101,GRV,375,,Z,1925,375,4.4,Z,C,,STE-S007788
"MultiLineString ((436233.25900000002002344 557972.731000000028871, 436189.57500000001164153 557932.74199999996926636))",2550,,NZ36571903,NZ36572901,GRV,225,,VC,1945,225,2.1,Z,S,,STE-S007902
"MultiLineString ((436184.27600000001257285 558079.51399999996647239, 436194 558083.5))",1800,1670,NZ36581001,NZ36581006,GRV,375,,VC,1925,375,1.7,Z,C,,STE-S025289
"MultiLineString ((436193.99900000001071021 558089.5, 436227.57699999999022111 558124.63899999996647239))",1360,,NZ36582102,NZ36581008,GRV,,,Z,1925,225,1.4,Z,C,,STE-S025303
"MultiLineString ((436191.57099999999627471 557928.26300000003539026, 436249.95400000002700835 557982.65099999995436519))",6100,6500,NZ36572902,NZ36571904,GRV,225,,Z,1945,225,6.3,Z,F,,STE-S007905
"MultiLineString ((436200.81500000000232831 558122.41599999996833503, 436195.9280000000144355 558108.14000000001396984))",,,NZ36581110,NZ36582103,GRV,225,,,,,,2010-2019,S,,STE-S1251749
"MultiLineString ((436194 558083.5, 436237 558134.5))",1600,1800,NZ36582101,NZ36581001,GRV,525,,CO,1965,600,1.7,Z,C,,STE-S007786
"MultiLineString ((436199.24699999997392297 558159.88500000000931323, 436200.81500000000232831 558122.41599999996833503))",,,NZ36582103,NZ36581116,GRV,225,,,,,,2010-2019,S,,STE-S1251748
"MultiLineString ((436202.50199999997857958 558124.33600000001024455, 436198.3090000000083819 558108.89199999999254942))",,,NZ36581111,NZ36582104,GRV,150,,,,,,2010-2019,F,,STE-S1251763
"MultiLineString ((436221.1309999999939464 557887.94999999995343387, 436280.15200000000186265 557857.11800000001676381))",,3700,NZ36572802,NZ36572801,GRV,525,,Z,1945,600,3.6,Z,S,,STE-S025417
"MultiLineString ((436203.92900000000372529 557884.79799999995157123, 436221.1309999999939464 557887.94999999995343387))",3700,4450,NZ36572801,NZ36572803,GRV,525,,Z,1945,600,4.1,Z,S,,STE-S007901
"MultiLineString ((436237 558134.5, 436294 558201))",2400,1600,NZ36582202,NZ36582101,GRV,525,,CO,1965,600,2,Z,C,,STE-S025304
"MultiLineString ((436227.57699999999022111 558124.63899999996647239, 436237 558134.5))",1600,,NZ36582101,NZ36582102,GRV,225,,Z,1925,225,1.6,Z,C,,STE-S008319
"MultiLineString ((436733 557492.5, 436733.80800000001909211 557500, 436743 557573.5))",,,NZ36577503,NZ36577403,GRV,,,Z,1935,300,3.2,Z,S,,STE-S007638
"MultiLineString ((436744.75 557449.5, 436749.58100000000558794 557500, 436752.5 557524.5))",2000,,NZ36577501,NZ36577401,GRV,525,,CO,1935,600,2.8,Z,C,,STE-S009746
"MultiLineString ((437037.5 557522, 437105 557531.75))",2920,1570,NZ3757P003,NZ3757P002,GRV,450,,VC,,,,Z,C,,STE-S025656
"MultiLineString ((436968.5 557510, 437037.5 557522))",1530,,NZ3757P002,NZ3657P002,GRV,300,,VC,,,,Z,C,,STE-S025153
"MultiLineString ((436743 557573.5, 436738.5 557630.5))",,,NZ36577601,NZ36577503,GRV,475,600,Z,1935,600,2.6,Z,S,,STE-S007636
"MultiLineString ((436752.5 557524.5, 436792 557588))",3080,2000,NZ36577502,NZ36577501,GRV,525,,CO,1935,600,2.5,Z,C,,STE-S025151
"MultiLineString ((436894 557611.75, 436995 557627.5))",1930,2380,NZ36579601,NZ36578601,GRV,525,,CO,1965,600,2.2,Z,C,,STE-S007637
"MultiLineString ((436792 557588, 436894 557611.75))",2380,3080,NZ36578601,NZ36577502,GRV,525,,CO,1935,600,2.7,Z,C,,STE-S025152
"MultiLineString ((436738.5 557630.5, 436667 557771))",,,NZ36576701,NZ36577601,GRV,600,,Z,1935,600,2.4,Z,S,,STE-S025150
"MultiLineString ((436995 557627.5, 437079.5 557637))",,1930,NZ37570601,NZ36579601,GRV,525,,CO,1965,450,1.9,Z,C,,STE-S007639
"MultiLineString ((436618.96000000002095476 558215.19000000006053597, 436549.32299999997485429 558171.0849999999627471))",,1050,NZ36585102,NZ36586201,GRV,225,,Z,1955,225,1,Z,S,,STE-S025693
"MultiLineString ((436667 557771, 436602.99900000001071021 557893.49199999996926636))",,,NZ36576801,NZ36576701,GRV,,,Z,1955,600,2.9,Z,S,,STE-S007635
"MultiLineString ((436837.5 558288, 436872 558203.00100000004749745))",,3950,NZ36588202,NZ36588201,GRV,1000,975,Z,1915,1050,2.8,Z,O,,STE-S008191
"MultiLineString ((436574.15500000002793968 558176.82000000006519258, 436630.21000000002095476 558213.85499999998137355))",2000,,NZ36586202,NZ36585103,GRV,150,,Z,1955,150,2,Z,F,,STE-S008182
"MultiLineString ((436668.81800000002840534 558238.17000000004190952, 436618.96000000002095476 558215.19000000006053597))",1050,1400,NZ36586201,NZ36586204,GRV,150,,Z,1955,150,1.2,Z,S,,STE-S008177
"MultiLineString ((436630.21000000002095476 558213.85499999998137355, 436664.03299999999580905 558232.48400000005494803))",4400,2000,NZ36586203,NZ36586202,GRV,150,,Z,1955,150,3.2,Z,F,,STE-S025697
"MultiLineString ((436695.5 557280, 436689 557311))",,,NZ36576304,NZ36576204,GRV,,,Z,1925,150,3,Z,F,,STE-S027798
"MultiLineString ((437067.5 557270.5, 437071.4469999999855645 557271.03500000003259629))",,3410,NZ37570208,NZ37570201,GRV,675,,Z,1945,750,3.1,Z,C,,STE-S293320
"MultiLineString ((436727 557248.5, 436736.5 557349.5))",,,NZ36577301,NZ36577201,GRV,525,,CO,1945,600,2.2,Z,C,,STE-S010325
"MultiLineString ((436693.5 557282, 436688 557309.5))",,,NZ36576303,NZ36576203,GRV,150,,Z,1925,150,1.5,Z,S,,STE-S010319
"MultiLineString ((436688 557309.5, 436681.5 557338))",,,NZ36576301,NZ36576303,GRV,225,,Z,1965,225,2,Z,S,,STE-S010318
"MultiLineString ((436722 557255.5, 436728 557347))",,,NZ36577302,NZ36577204,GRV,225,,Z,1915,375,1.5,Z,S,,STE-S010326
"MultiLineString ((436683.5 557336, 436728.5 557345.5))",,,NZ36577303,NZ36576302,GRV,,,Z,1915,150,3.6,Z,F,,STE-S010327
"MultiLineString ((436689 557311, 436683.5 557336))",,,NZ36576302,NZ36576304,GRV,,,Z,1925,150,1.8,Z,F,,STE-S027797
"MultiLineString ((436728.5 557345.5, 436736.5 557349.5))",,,NZ36577301,NZ36577303,GRV,,,Z,1915,150,3.2,Z,F,,STE-S027804
"MultiLineString ((436681.5 557338, 436728 557347))",,,NZ36577302,NZ36576301,GRV,300,,Z,1915,225,2.2,Z,S,,STE-S027805
"MultiLineString ((436736.5 557349.5, 436744.75 557449.5))",,,NZ36577401,NZ36577301,GRV,525,,CO,1965,600,2.5,Z,C,,STE-S027806
"MultiLineString ((436728 557347, 436730.5 557408.5))",,,NZ36577402,NZ36577302,GRV,300,,Z,1965,375,2,Z,S,,STE-S010328
"MultiLineString ((436987 557370, 437065.5 557379))",1630,1560,NZ3757P017,NZ3657P004,GRV,300,,VC,,,,Z,C,,STE-S010088
"MultiLineString ((436895.5 557355, 436987 557370))",,,NZ3657P004,NZ3657P003,GRV,,,Z,,,,Z,C,,STE-S027754
"MultiLineString ((436730.5 557408.5, 436733 557492.5))",,,NZ36577403,NZ36577402,GRV,375,,Z,1935,375,1.6,Z,S,,STE-S010329
"MultiLineString ((436723 557408.5, 436730.5 557408.5))",,,NZ36577402,NZ36577404,GRV,300,,Z,1935,300,1.5,Z,S,,STE-S027807
"MultiLineString ((436884.55099999997764826 557241.75899999996181577, 436891.62400000001071021 557243.0849999999627471))",,,NZ36578217,NZ36578218,GRV,600,,CO,1945,600,9.5,Z,C,,STE-S291307
"MultiLineString ((436842.96000000002095476 557255.43599999998696148, 436845.70699999999487773 557241.69900000002235174))",,,NZ36578206,NZ36578205,GRV,,,Z,1945,225,1.6,1918-1944,C,,STE-S284467
"MultiLineString ((436890 557251, 436891.62400000001071021 557243.0849999999627471))",,1550,NZ36578217,NZ36578207,GRV,,,Z,1945,150,1.6,1918-1944,C,,STE-S291320
"MultiLineString ((436891.62400000001071021 557243.0849999999627471, 436896.5 557244))",2400,,NZ36578202,NZ36578217,GRV,600,,CO,1945,600,2.4,Z,C,,STE-S010332
"MultiLineString ((436916.47800000000279397 557247.45900000003166497, 436926.96700000000419095 557249.47400000004563481))",,,NZ36579212,NZ36579213,GRV,600,,CO,1945,600,9.5,Z,C,,STE-S291420
"MultiLineString ((436896.5 557244, 436916.47800000000279397 557247.45900000003166497))",,2400,NZ36579213,NZ36578202,GRV,600,,CO,1945,600,2.6,Z,C,,STE-S291421
"MultiLineString ((436924 557259, 436926.96700000000419095 557249.47400000004563481))",,,NZ36579212,NZ36579202,GRV,,,Z,1945,225,1.7,1918-1944,C,,STE-S291426
"MultiLineString ((436926.96700000000419095 557249.47400000004563481, 436960.5 557255.5))",2830,,NZ36579201,NZ36579212,GRV,600,,CO,1945,600,2.8,Z,C,,STE-S027814
"MultiLineString ((437025 557253, 437024.97999999998137355 557264.50800000003073364))",,1750,NZ37570207,NZ37570203,GRV,,,Z,1945,150,1.8,1918-1944,C,,STE-S293319
"MultiLineString ((436888 557264, 436890 557251))",,,NZ36578207,NZ36578208,GRV,150,,Z,1945,150,1.6,1918-1944,C,,STE-S284272
"MultiLineString ((436917.85499999998137355 557269.28000000002793968, 436924 557259))",,,NZ36579202,NZ36579218,GRV,,,Z,1945,225,1.8,1918-1944,C,,STE-S319033
"MultiLineString ((436960.5 557255.5, 437024.97999999998137355 557264.50800000003073364))",,2830,NZ37570207,NZ36579201,GRV,675,,CO,1945,750,2.8,Z,C,,STE-S293317
"MultiLineString ((437024.97999999998137355 557264.50800000003073364, 437067.5 557270.5))",3410,,NZ37570201,NZ37570207,GRV,675,,CO,1945,750,3.4,Z,C,,STE-S027571
"MultiLineString ((437071 557259, 437071.4469999999855645 557271.03500000003259629))",,2050,NZ37570208,NZ37570204,GRV,,,Z,1945,150,2,1918-1944,C,,STE-S293322
"MultiLineString ((436936.19000000000232831 557289.28200000000651926, 436917.85499999998137355 557269.28000000002793968))",,,NZ36579218,NZ36579217,GRV,,,Z,1945,225,1.6,1918-1944,C,,STE-S319034
